,age,job,marital,education,credits,balance,housing,loan,contact_type,day,duration,campaign,pdays,previous,poutcome,subscription,month_num
4552,56,management,married,secondary,no,0,no,no,telephone,18,189,1,-1,0,2,0,11
4553,56,management,married,secondary,no,0,no,no,cellular,27,298,1,111,8,3,1,10
4554,56,management,married,primary,yes,-255,yes,no,telephone,11,9,5,-1,0,2,0,5
4555,56,management,married,primary,no,93,yes,no,unknown,7,282,2,-1,0,2,0,5
4556,56,management,married,primary,no,870,no,no,cellular,16,257,1,-1,0,2,1,11
4557,56,management,married,primary,no,870,no,no,cellular,14,220,1,179,1,1,1,5
4558,56,management,married,primary,no,7747,no,no,unknown,5,103,2,-1,0,2,0,6
4559,56,management,married,primary,no,772,yes,no,telephone,20,291,1,-1,0,2,0,11
4560,56,management,married,primary,no,405,no,no,cellular,21,251,2,-1,0,2,0,7
4561,56,management,married,primary,no,31,yes,no,cellular,12,215,2,-1,0,2,0,5
4562,56,management,married,primary,no,21,no,no,cellular,7,118,1,-1,0,2,0,7
4563,56,management,married,primary,no,199,yes,yes,cellular,4,331,2,209,1,0,0,2
4564,56,management,married,primary,no,17,yes,no,cellular,15,123,4,-1,0,2,0,7
4565,56,management,married,primary,no,13,no,no,cellular,17,240,1,-1,0,2,0,11
4566,56,management,married,primary,no,1172,no,no,unknown,9,91,3,-1,0,2,0,6
4567,56,management,married,primary,no,0,no,no,unknown,5,153,2,-1,0,2,0,6
4568,56,management,married,primary,no,0,no,no,cellular,3,996,1,-1,0,2,1,2
4569,56,management,married,primary,no,-346,no,yes,cellular,18,84,1,-1,0,2,0,11
4570,56,management,married,primary,no,-24,yes,no,unknown,7,305,3,-1,0,2,0,5
4571,56,management,married,primary,no,-155,yes,no,cellular,17,282,1,-1,0,2,0,11
4572,56,management,divorced,unknown,no,854,no,no,cellular,27,121,1,-1,0,2,0,5
4573,56,management,divorced,unknown,no,2986,no,no,cellular,30,124,1,-1,0,2,0,4
4574,56,management,divorced,tertiary,yes,-1968,no,no,unknown,20,60,3,-1,0,2,0,6
4575,56,management,divorced,tertiary,no,982,no,no,unknown,5,152,1,-1,0,2,0,6
4576,56,management,divorced,tertiary,no,975,yes,no,unknown,16,130,4,-1,0,2,0,5
4577,56,management,divorced,tertiary,no,968,no,no,cellular,17,105,1,-1,0,2,0,11
4578,56,management,divorced,tertiary,no,94,no,no,unknown,4,121,1,-1,0,2,0,7
4579,56,management,divorced,tertiary,no,722,no,no,cellular,19,134,3,94,2,0,0,2
4580,56,management,divorced,tertiary,no,722,no,no,cellular,17,218,2,-1,0,2,0,11
4581,56,management,divorced,tertiary,no,66721,no,no,cellular,8,442,2,-1,0,2,0,8
4582,56,management,divorced,tertiary,no,66,no,yes,cellular,30,72,4,-1,0,2,0,7
4583,56,management,divorced,tertiary,no,659,no,yes,cellular,2,56,1,-1,0,2,0,6
4584,56,management,divorced,tertiary,no,55,no,yes,cellular,25,154,2,-1,0,2,0,7
4585,56,management,divorced,tertiary,no,535,yes,no,cellular,24,67,1,-1,0,2,0,7
4586,56,management,divorced,tertiary,no,505,no,no,cellular,9,108,2,199,3,3,0,2
4587,56,management,divorced,tertiary,no,442,no,no,unknown,28,77,3,-1,0,2,0,5
4588,56,management,divorced,tertiary,no,4266,yes,no,unknown,17,490,4,-1,0,2,1,6
4589,56,management,divorced,tertiary,no,41,no,no,unknown,5,179,1,-1,0,2,0,6
4590,56,management,divorced,tertiary,no,408,yes,no,unknown,27,274,1,-1,0,2,0,5
4591,56,management,divorced,tertiary,no,3885,yes,no,cellular,10,51,1,-1,0,2,0,7
4592,56,management,divorced,tertiary,no,382,no,no,cellular,19,117,2,-1,0,2,0,11
4593,56,management,divorced,tertiary,no,3287,no,no,cellular,27,497,1,-1,0,2,1,4
4594,56,management,divorced,tertiary,no,321,no,no,cellular,27,49,4,-1,0,2,0,8
4595,56,management,divorced,tertiary,no,310,no,no,unknown,20,75,4,-1,0,2,0,6
4596,56,management,divorced,tertiary,no,2959,yes,no,telephone,18,325,1,-1,0,2,0,5
4597,56,management,divorced,tertiary,no,2189,no,no,cellular,4,180,1,-1,0,2,0,2
4598,56,management,divorced,tertiary,no,2126,yes,no,cellular,17,131,1,-1,0,2,0,11
4599,56,management,divorced,tertiary,no,2096,no,no,cellular,17,209,2,-1,0,2,0,11
4600,56,management,divorced,tertiary,no,2037,no,no,cellular,6,160,1,91,5,1,0,5
4601,56,management,divorced,tertiary,no,2037,no,no,cellular,5,318,1,91,6,0,1,8
4602,56,management,divorced,tertiary,no,177,yes,no,unknown,8,1040,1,-1,0,2,0,5
4603,56,management,divorced,tertiary,no,1654,yes,no,cellular,24,335,2,-1,0,2,0,7
4604,56,management,divorced,tertiary,no,1263,yes,no,cellular,13,155,1,-1,0,2,0,5
4605,56,management,divorced,tertiary,no,10532,no,no,cellular,7,324,1,-1,0,2,1,8
4606,56,management,divorced,tertiary,no,1016,yes,no,unknown,9,184,5,-1,0,2,0,6
4607,56,management,divorced,tertiary,no,0,no,no,unknown,6,463,4,-1,0,2,0,6
4608,56,management,divorced,tertiary,no,-676,yes,yes,unknown,27,181,1,-1,0,2,0,5
4609,56,management,divorced,tertiary,no,-59,no,yes,cellular,28,127,6,-1,0,2,0,7
4610,56,management,divorced,tertiary,no,-563,no,no,cellular,16,79,1,-1,0,2,0,7
4611,56,management,divorced,tertiary,no,-141,no,no,cellular,28,101,4,-1,0,2,0,7
4612,56,management,divorced,secondary,no,278,yes,no,unknown,17,269,1,-1,0,2,0,6
4613,56,management,divorced,primary,no,7496,no,no,unknown,9,164,3,-1,0,2,0,6
4614,56,management,divorced,primary,no,26,yes,no,cellular,13,194,4,359,2,3,0,5
4615,56,housemaid,single,tertiary,no,1947,no,no,unknown,30,110,1,-1,0,2,1,3
4616,56,housemaid,single,secondary,no,68,no,yes,cellular,30,85,3,-1,0,2,0,7
4617,56,housemaid,single,primary,no,801,no,no,cellular,6,931,4,-1,0,2,0,8
4618,56,housemaid,single,primary,no,1,no,no,unknown,11,83,2,-1,0,2,0,6
4619,56,housemaid,married,unknown,no,1780,no,no,cellular,11,111,2,-1,0,2,0,8
4620,56,housemaid,married,tertiary,no,1922,yes,no,cellular,24,247,2,-1,0,2,0,7
4621,56,housemaid,married,secondary,no,619,yes,no,telephone,21,65,1,-1,0,2,0,7
4622,56,housemaid,married,secondary,no,594,yes,yes,unknown,25,151,1,-1,0,2,0,6
4623,56,housemaid,married,secondary,no,559,no,no,cellular,29,69,5,-1,0,2,0,7
4624,56,housemaid,married,primary,no,954,no,no,unknown,20,81,10,-1,0,2,0,6
4625,56,housemaid,married,primary,no,871,no,no,telephone,25,149,1,-1,0,2,0,7
4626,56,housemaid,married,primary,no,82,no,no,unknown,16,215,1,-1,0,2,0,5
4627,56,housemaid,married,primary,no,657,no,no,unknown,16,211,2,-1,0,2,0,6
4628,56,housemaid,married,primary,no,605,no,no,cellular,19,207,6,-1,0,2,0,8
4629,56,housemaid,married,primary,no,58,no,yes,cellular,7,227,6,-1,0,2,0,7
4630,56,housemaid,married,primary,no,445,no,no,cellular,21,13,6,-1,0,2,0,11
4631,56,housemaid,married,primary,no,306,no,yes,cellular,8,212,1,-1,0,2,0,7
4632,56,housemaid,married,primary,no,2666,yes,yes,cellular,29,94,2,-1,0,2,0,1
4633,56,housemaid,married,primary,no,19,no,no,cellular,13,111,2,-1,0,2,0,8
4634,56,housemaid,married,primary,no,1168,no,no,telephone,17,673,2,-1,0,2,0,11
4635,56,housemaid,married,primary,no,0,yes,yes,cellular,11,118,2,-1,0,2,0,7
4636,56,housemaid,married,primary,no,0,no,no,cellular,26,102,2,-1,0,2,0,8
4637,56,housemaid,divorced,tertiary,no,1059,no,yes,unknown,6,57,2,-1,0,2,0,6
4638,56,housemaid,divorced,secondary,no,977,no,no,cellular,7,1200,1,-1,0,2,0,7
4639,56,housemaid,divorced,secondary,no,256,no,no,cellular,19,220,5,117,2,3,0,8
4640,56,housemaid,divorced,secondary,no,1866,no,yes,cellular,1,760,1,-1,0,2,0,10
4641,56,housemaid,divorced,secondary,no,0,no,no,unknown,15,103,1,-1,0,2,0,5
4642,56,housemaid,divorced,primary,yes,1238,no,no,unknown,5,1558,1,-1,0,2,1,6
4643,56,housemaid,divorced,primary,no,864,no,no,telephone,17,46,6,-1,0,2,0,7
4644,56,housemaid,divorced,primary,no,61,no,no,cellular,2,144,1,-1,0,2,0,6
4645,56,entrepreneur,single,unknown,no,2351,no,no,unknown,18,15,1,-1,0,2,0,6
4646,56,entrepreneur,single,tertiary,no,1745,yes,no,cellular,30,374,4,-1,0,2,0,1
4647,56,entrepreneur,married,unknown,no,88,yes,no,unknown,13,172,2,-1,0,2,0,5
4648,56,entrepreneur,married,unknown,no,575,no,no,unknown,20,18,2,-1,0,2,0,6
4649,56,entrepreneur,married,unknown,no,0,no,no,unknown,20,39,8,-1,0,2,0,6
4650,56,entrepreneur,married,tertiary,no,8741,yes,no,unknown,20,318,3,-1,0,2,0,5
4651,56,entrepreneur,married,tertiary,no,773,no,no,unknown,18,345,1,-1,0,2,0,6
4652,56,entrepreneur,married,tertiary,no,693,no,no,cellular,22,89,5,-1,0,2,0,7
4653,56,entrepreneur,married,tertiary,no,51439,no,yes,cellular,8,325,1,-1,0,2,0,7
4654,56,entrepreneur,married,tertiary,no,40,no,yes,cellular,11,123,2,-1,0,2,0,7
4655,56,entrepreneur,married,tertiary,no,21,no,no,cellular,21,118,3,-1,0,2,0,7
4656,56,entrepreneur,married,tertiary,no,16125,no,no,telephone,7,202,2,167,1,0,0,5
4657,56,entrepreneur,married,tertiary,no,16125,no,no,telephone,21,167,1,-1,0,2,0,11
4658,56,entrepreneur,married,tertiary,no,1297,yes,no,unknown,16,180,1,-1,0,2,0,5
4659,56,entrepreneur,married,tertiary,no,-65,yes,no,unknown,30,45,2,-1,0,2,0,6
4660,56,entrepreneur,married,tertiary,no,-124,yes,no,unknown,15,374,5,-1,0,2,0,5
4661,56,entrepreneur,married,secondary,no,938,no,yes,unknown,3,202,2,-1,0,2,0,7
4662,56,entrepreneur,married,secondary,no,5838,no,no,cellular,2,116,2,230,2,0,0,2
4663,56,entrepreneur,married,secondary,no,535,yes,yes,unknown,16,345,4,-1,0,2,0,6
4664,56,entrepreneur,married,secondary,no,339,yes,no,cellular,26,251,1,98,3,3,0,5
4665,56,entrepreneur,married,secondary,no,196,no,no,cellular,19,312,3,-1,0,2,0,11
4666,56,entrepreneur,married,secondary,no,1272,no,no,cellular,6,290,2,-1,0,2,0,2
4667,56,entrepreneur,married,primary,no,84,no,no,cellular,29,184,2,-1,0,2,0,1
4668,56,entrepreneur,divorced,tertiary,no,386,no,no,cellular,21,65,4,-1,0,2,0,11
4669,56,entrepreneur,divorced,tertiary,no,3846,no,no,cellular,31,86,7,-1,0,2,0,7
4670,56,entrepreneur,divorced,tertiary,no,2975,no,yes,cellular,30,28,13,-1,0,2,0,7
4671,56,entrepreneur,divorced,tertiary,no,22946,no,no,unknown,17,75,3,-1,0,2,0,6
4672,56,entrepreneur,divorced,tertiary,no,151,yes,no,cellular,7,16,5,171,1,3,0,5
4673,56,entrepreneur,divorced,secondary,no,179,no,no,cellular,14,47,2,-1,0,2,0,8
4674,56,entrepreneur,divorced,secondary,no,155,no,no,unknown,5,118,3,-1,0,2,0,5
4675,56,entrepreneur,divorced,primary,no,3,no,no,unknown,20,111,1,-1,0,2,0,6
4676,56,entrepreneur,divorced,primary,no,29,no,no,cellular,29,52,2,227,1,0,0,1
4677,56,blue-collar,single,secondary,no,663,no,yes,cellular,8,819,3,-1,0,2,1,7
4678,56,blue-collar,single,secondary,no,6483,yes,no,cellular,16,125,2,-1,0,2,0,4
4679,56,blue-collar,single,secondary,no,1187,yes,no,cellular,5,47,2,-1,0,2,0,2
4680,56,blue-collar,single,primary,no,739,yes,no,unknown,15,95,1,-1,0,2,0,5
4681,56,blue-collar,single,primary,no,533,no,yes,cellular,11,166,1,-1,0,2,0,7
4682,56,blue-collar,single,primary,no,39,yes,no,telephone,8,191,2,347,5,0,0,5
4683,56,blue-collar,married,unknown,no,982,yes,yes,cellular,7,135,2,-1,0,2,0,5
4684,56,blue-collar,married,unknown,no,6710,no,no,cellular,29,318,2,-1,0,2,0,7
4685,56,blue-collar,married,unknown,no,665,yes,no,unknown,20,109,2,-1,0,2,0,6
4686,56,blue-collar,married,unknown,no,3197,no,no,cellular,25,83,13,-1,0,2,0,8
4687,56,blue-collar,married,unknown,no,260,yes,no,telephone,30,250,2,-1,0,2,0,7
4688,56,blue-collar,married,unknown,no,22,yes,no,unknown,16,103,7,-1,0,2,0,5
4689,56,blue-collar,married,unknown,no,0,no,no,cellular,18,82,3,-1,0,2,0,8
4690,56,blue-collar,married,secondary,no,881,yes,no,unknown,14,225,2,-1,0,2,0,5
4691,56,blue-collar,married,secondary,no,876,yes,no,telephone,18,93,2,-1,0,2,0,5
4692,56,blue-collar,married,secondary,no,813,yes,yes,unknown,14,71,1,-1,0,2,0,7
4693,56,blue-collar,married,secondary,no,771,yes,yes,unknown,19,254,1,-1,0,2,0,6
4694,56,blue-collar,married,secondary,no,68,yes,no,cellular,8,68,5,-1,0,2,0,5
4695,56,blue-collar,married,secondary,no,659,yes,no,cellular,29,64,3,-1,0,2,0,7
4696,56,blue-collar,married,secondary,no,659,yes,no,cellular,2,148,1,188,3,0,0,2
4697,56,blue-collar,married,secondary,no,605,no,yes,cellular,27,157,6,-1,0,2,0,8
4698,56,blue-collar,married,secondary,no,58932,no,no,telephone,7,339,2,-1,0,2,0,7
4699,56,blue-collar,married,secondary,no,527,no,yes,telephone,23,122,4,-1,0,2,0,7
4700,56,blue-collar,married,secondary,no,475,yes,yes,unknown,20,110,4,-1,0,2,0,6
4701,56,blue-collar,married,secondary,no,471,yes,no,cellular,7,104,1,342,2,0,0,5
4702,56,blue-collar,married,secondary,no,448,yes,yes,cellular,17,556,1,181,2,3,1,5
4703,56,blue-collar,married,secondary,no,385,no,no,cellular,20,210,3,-1,0,2,0,8
4704,56,blue-collar,married,secondary,no,3760,no,no,unknown,18,243,3,-1,0,2,0,6
4705,56,blue-collar,married,secondary,no,3460,yes,no,cellular,3,897,3,-1,0,2,0,7
4706,56,blue-collar,married,secondary,no,345,yes,no,telephone,22,605,1,-1,0,2,0,7
4707,56,blue-collar,married,secondary,no,339,no,no,telephone,8,114,3,-1,0,2,0,7
4708,56,blue-collar,married,secondary,no,337,yes,no,unknown,20,99,2,-1,0,2,0,6
4709,56,blue-collar,married,secondary,no,324,no,no,cellular,18,213,5,-1,0,2,0,8
4710,56,blue-collar,married,secondary,no,317,no,no,cellular,7,112,7,-1,0,2,0,8
4711,56,blue-collar,married,secondary,no,316,yes,no,unknown,19,27,1,-1,0,2,0,5
4712,56,blue-collar,married,secondary,no,3129,no,no,unknown,20,33,6,-1,0,2,0,6
4713,56,blue-collar,married,secondary,no,302,no,yes,cellular,4,378,2,-1,0,2,0,8
4714,56,blue-collar,married,secondary,no,300,no,no,cellular,20,184,3,-1,0,2,0,8
4715,56,blue-collar,married,secondary,no,297,no,yes,telephone,27,220,16,-1,0,2,0,8
4716,56,blue-collar,married,secondary,no,277,no,no,unknown,20,9,13,-1,0,2,0,6
4717,56,blue-collar,married,secondary,no,276,no,no,cellular,5,269,1,-1,0,2,0,8
4718,56,blue-collar,married,secondary,no,2750,no,no,cellular,11,115,2,-1,0,2,0,8
4719,56,blue-collar,married,secondary,no,2583,no,no,cellular,21,70,1,-1,0,2,0,11
4720,56,blue-collar,married,secondary,no,2561,no,no,unknown,20,13,6,-1,0,2,0,6
4721,56,blue-collar,married,secondary,no,25,yes,no,unknown,19,264,1,-1,0,2,0,5
4722,56,blue-collar,married,secondary,no,249,yes,no,unknown,29,791,2,-1,0,2,1,5
4723,56,blue-collar,married,secondary,no,244,yes,no,cellular,14,465,3,-1,0,2,0,5
4724,56,blue-collar,married,secondary,no,241,yes,no,cellular,17,97,2,-1,0,2,0,8
4725,56,blue-collar,married,secondary,no,2409,no,no,unknown,17,173,2,-1,0,2,0,6
4726,56,blue-collar,married,secondary,no,2395,no,no,cellular,12,150,2,-1,0,2,0,8
4727,56,blue-collar,married,secondary,no,2190,no,yes,unknown,12,270,1,-1,0,2,0,6
4728,56,blue-collar,married,secondary,no,2190,no,yes,cellular,30,90,2,232,1,0,0,1
4729,56,blue-collar,married,secondary,no,172,yes,no,unknown,12,289,5,-1,0,2,0,5
4730,56,blue-collar,married,secondary,no,1686,no,no,telephone,17,100,2,-1,0,2,0,4
4731,56,blue-collar,married,secondary,no,1602,yes,no,unknown,6,427,1,-1,0,2,0,5
4732,56,blue-collar,married,secondary,no,1521,yes,yes,cellular,21,19,2,179,3,3,0,11
4733,56,blue-collar,married,secondary,no,1412,yes,no,unknown,14,129,1,-1,0,2,0,5
4734,56,blue-collar,married,secondary,no,1362,no,no,telephone,31,345,1,-1,0,2,0,7
4735,56,blue-collar,married,secondary,no,1316,no,no,cellular,30,76,5,-1,0,2,0,7
4736,56,blue-collar,married,secondary,no,126,no,no,cellular,14,113,2,-1,0,2,0,5
4737,56,blue-collar,married,secondary,no,1255,yes,no,telephone,8,145,1,-1,0,2,0,5
4738,56,blue-collar,married,secondary,no,1210,no,no,unknown,11,935,1,-1,0,2,1,6
4739,56,blue-collar,married,secondary,no,121,no,no,cellular,5,151,1,-1,0,2,0,2
4740,56,blue-collar,married,secondary,no,1119,yes,no,cellular,14,265,2,-1,0,2,0,8
4741,56,blue-collar,married,secondary,no,0,no,yes,cellular,16,390,2,-1,0,2,0,7
4742,56,blue-collar,married,secondary,no,0,no,no,unknown,11,142,2,-1,0,2,0,6
4743,56,blue-collar,married,secondary,no,0,no,no,cellular,19,432,15,-1,0,2,0,8
4744,56,blue-collar,married,secondary,no,-382,yes,no,unknown,15,278,4,-1,0,2,0,5
4745,56,blue-collar,married,secondary,no,-256,yes,yes,cellular,14,92,1,370,2,0,0,5
4746,56,blue-collar,married,secondary,no,-203,yes,no,unknown,7,139,1,-1,0,2,0,5
4747,56,blue-collar,married,secondary,no,-199,no,yes,cellular,16,428,2,-1,0,2,0,7
4748,56,blue-collar,married,primary,yes,-160,no,no,cellular,9,96,2,-1,0,2,0,7
4749,56,blue-collar,married,primary,no,862,yes,yes,unknown,7,198,2,-1,0,2,0,5
4750,56,blue-collar,married,primary,no,8318,yes,no,unknown,16,428,2,-1,0,2,0,5
4751,56,blue-collar,married,primary,no,828,yes,no,cellular,14,214,1,349,1,0,0,5
4752,56,blue-collar,married,primary,no,827,yes,no,telephone,15,462,4,-1,0,2,1,5
4753,56,blue-collar,married,primary,no,826,yes,no,cellular,21,853,1,-1,0,2,0,7
4754,56,blue-collar,married,primary,no,8163,no,no,cellular,14,1231,4,-1,0,2,1,8
4755,56,blue-collar,married,primary,no,770,yes,no,unknown,20,59,3,-1,0,2,0,6
4756,56,blue-collar,married,primary,no,690,yes,no,unknown,15,309,2,-1,0,2,0,5
4757,56,blue-collar,married,primary,no,6677,yes,no,telephone,20,197,4,-1,0,2,0,4
4758,56,blue-collar,married,primary,no,563,no,no,telephone,16,51,1,-1,0,2,0,7
4759,56,blue-collar,married,primary,no,551,no,no,unknown,29,27,1,-1,0,2,0,5
4760,56,blue-collar,married,primary,no,547,no,no,unknown,9,84,1,-1,0,2,0,6
4761,56,blue-collar,married,primary,no,5,yes,yes,unknown,6,407,2,-1,0,2,0,5
4762,56,blue-collar,married,primary,no,420,yes,no,unknown,9,76,1,-1,0,2,0,5
4763,56,blue-collar,married,primary,no,420,yes,no,cellular,29,129,1,265,1,0,0,1
4764,56,blue-collar,married,primary,no,409,yes,no,telephone,7,176,6,-1,0,2,0,7
4765,56,blue-collar,married,primary,no,397,yes,no,cellular,13,240,2,-1,0,2,0,8
4766,56,blue-collar,married,primary,no,379,no,no,cellular,13,58,5,-1,0,2,0,8
4767,56,blue-collar,married,primary,no,373,yes,no,unknown,27,269,1,-1,0,2,0,5
4768,56,blue-collar,married,primary,no,373,yes,no,cellular,12,179,1,350,1,0,0,5
4769,56,blue-collar,married,primary,no,3643,no,no,unknown,20,11,3,-1,0,2,0,6
4770,56,blue-collar,married,primary,no,351,yes,no,telephone,12,179,4,-1,0,2,0,5
4771,56,blue-collar,married,primary,no,3498,no,no,cellular,15,264,2,-1,0,2,1,4
4772,56,blue-collar,married,primary,no,3206,no,no,cellular,18,129,3,-1,0,2,0,8
4773,56,blue-collar,married,primary,no,313,no,no,cellular,28,24,16,-1,0,2,0,8
4774,56,blue-collar,married,primary,no,309,yes,no,cellular,14,198,2,367,4,0,0,5
4775,56,blue-collar,married,primary,no,288,no,no,unknown,17,548,3,-1,0,2,0,6
4776,56,blue-collar,married,primary,no,284,no,yes,telephone,3,124,4,204,4,0,0,2
4777,56,blue-collar,married,primary,no,278,no,yes,cellular,9,261,3,-1,0,2,0,7
4778,56,blue-collar,married,primary,no,2765,no,no,cellular,13,222,3,-1,0,2,0,4
4779,56,blue-collar,married,primary,no,247,no,no,telephone,9,126,4,-1,0,2,0,4
4780,56,blue-collar,married,primary,no,246,yes,no,unknown,23,438,1,-1,0,2,0,5
4781,56,blue-collar,married,primary,no,2442,no,yes,cellular,18,111,7,-1,0,2,0,8
4782,56,blue-collar,married,primary,no,2324,yes,no,telephone,19,132,4,-1,0,2,0,8
4783,56,blue-collar,married,primary,no,2163,no,no,telephone,31,31,3,-1,0,2,0,7
4784,56,blue-collar,married,primary,no,206,no,no,unknown,5,315,1,-1,0,2,0,6
4785,56,blue-collar,married,primary,no,197,no,no,unknown,9,258,2,-1,0,2,0,6
4786,56,blue-collar,married,primary,no,187,yes,no,cellular,23,156,2,-1,0,2,0,7
4787,56,blue-collar,married,primary,no,186,yes,no,unknown,2,108,4,-1,0,2,0,6
4788,56,blue-collar,married,primary,no,1798,yes,no,unknown,29,228,3,-1,0,2,0,5
4789,56,blue-collar,married,primary,no,175,no,yes,cellular,8,188,1,-1,0,2,0,7
4790,56,blue-collar,married,primary,no,173,yes,yes,telephone,23,31,2,-1,0,2,0,7
4791,56,blue-collar,married,primary,no,151,no,no,cellular,3,128,1,-1,0,2,0,2
4792,56,blue-collar,married,primary,no,1399,yes,no,unknown,12,80,4,-1,0,2,0,5
4793,56,blue-collar,married,primary,no,136,no,no,cellular,4,270,1,-1,0,2,0,8
4794,56,blue-collar,married,primary,no,1214,no,yes,cellular,7,105,1,-1,0,2,0,8
4795,56,blue-collar,married,primary,no,115,no,no,telephone,4,111,1,-1,0,2,0,2
4796,56,blue-collar,married,primary,no,1137,no,no,telephone,2,176,1,-1,0,2,1,7
4797,56,blue-collar,married,primary,no,1137,no,no,telephone,12,99,3,102,1,1,0,10
4798,56,blue-collar,married,primary,no,1046,no,yes,unknown,17,329,13,-1,0,2,0,6
4799,56,blue-collar,married,primary,no,1014,no,no,unknown,2,5,1,-1,0,2,0,7
4800,56,blue-collar,married,primary,no,0,yes,no,telephone,23,293,5,-1,0,2,0,7
4801,56,blue-collar,married,primary,no,0,yes,no,cellular,17,82,1,-1,0,2,0,7
4802,56,blue-collar,married,primary,no,0,yes,no,cellular,16,1222,1,-1,0,2,1,7
4803,56,blue-collar,married,primary,no,0,no,no,unknown,27,291,2,-1,0,2,0,6
4804,56,blue-collar,married,primary,no,0,no,no,unknown,17,82,2,-1,0,2,0,6
4805,56,blue-collar,married,primary,no,0,no,no,cellular,7,152,6,-1,0,2,0,8
4806,56,blue-collar,married,primary,no,-85,yes,yes,unknown,26,118,1,-1,0,2,0,5
4807,56,blue-collar,married,primary,no,-116,yes,no,cellular,8,1014,2,-1,0,2,0,5
4808,56,blue-collar,divorced,unknown,no,1363,no,no,unknown,23,54,3,-1,0,2,0,6
4809,56,blue-collar,divorced,secondary,no,9898,yes,no,cellular,21,147,3,-1,0,2,0,11
4810,56,blue-collar,divorced,secondary,no,9698,yes,no,cellular,20,189,2,-1,0,2,0,4
4811,56,blue-collar,divorced,secondary,no,934,no,no,cellular,29,375,2,-1,0,2,0,7
4812,56,blue-collar,divorced,secondary,no,75,yes,no,unknown,12,136,2,-1,0,2,0,5
4813,56,blue-collar,divorced,secondary,no,486,yes,no,unknown,18,577,4,-1,0,2,0,6
4814,56,blue-collar,divorced,secondary,no,2780,yes,no,telephone,6,81,3,-1,0,2,0,2
4815,56,blue-collar,divorced,secondary,no,166,yes,no,unknown,14,350,2,-1,0,2,0,5
4816,56,blue-collar,divorced,secondary,no,1346,no,yes,cellular,28,240,3,-1,0,2,0,7
4817,56,blue-collar,divorced,primary,yes,-1,no,no,cellular,18,304,3,-1,0,2,0,7
4818,56,blue-collar,divorced,primary,no,8,yes,no,unknown,5,157,2,-1,0,2,0,5
4819,56,blue-collar,divorced,primary,no,7396,yes,no,cellular,19,115,2,-1,0,2,0,11
4820,56,blue-collar,divorced,primary,no,596,no,no,unknown,12,123,1,-1,0,2,0,6
4821,56,blue-collar,divorced,primary,no,5041,yes,no,unknown,15,158,1,-1,0,2,0,5
4822,56,blue-collar,divorced,primary,no,3021,no,no,unknown,9,419,2,-1,0,2,0,6
4823,56,blue-collar,divorced,primary,no,285,no,yes,cellular,20,73,1,-1,0,2,0,11
4824,56,blue-collar,divorced,primary,no,190,yes,no,cellular,12,15,8,351,9,3,0,5
4825,56,blue-collar,divorced,primary,no,12,no,no,cellular,8,226,1,-1,0,2,0,7
4826,56,blue-collar,divorced,primary,no,12,no,no,cellular,20,282,2,135,1,0,0,11
4827,56,blue-collar,divorced,primary,no,0,yes,no,cellular,5,313,1,-1,0,2,0,5
4828,56,blue-collar,divorced,primary,no,0,no,no,unknown,20,134,10,-1,0,2,0,6
4829,56,blue-collar,divorced,primary,no,-9,yes,yes,cellular,8,728,1,-1,0,2,1,5
4830,56,blue-collar,divorced,primary,no,-216,yes,no,unknown,26,336,1,-1,0,2,0,5
4831,56,admin.,single,secondary,no,791,yes,no,cellular,18,103,2,-1,0,2,0,5
4832,56,admin.,single,secondary,no,4118,no,no,telephone,27,165,1,-1,0,2,1,5
4833,56,admin.,single,secondary,no,3309,yes,no,cellular,14,65,1,-1,0,2,0,5
4834,56,admin.,single,secondary,no,2815,yes,no,cellular,11,212,1,-1,0,2,1,9
4835,56,admin.,single,secondary,no,1854,yes,no,telephone,7,45,1,342,2,0,0,5
4836,56,admin.,single,secondary,no,-273,no,no,cellular,8,119,2,-1,0,2,0,7
4837,56,admin.,single,secondary,no,-13,no,no,unknown,16,52,3,-1,0,2,0,6
4838,56,admin.,married,unknown,no,681,no,no,cellular,13,900,2,-1,0,2,0,8
4839,56,admin.,married,unknown,no,2038,no,no,cellular,8,405,1,305,1,1,0,2
4840,56,admin.,married,unknown,no,1933,no,no,telephone,19,44,2,-1,0,2,0,11
4841,56,admin.,married,unknown,no,1848,yes,no,cellular,4,147,2,260,1,0,0,2
4842,56,admin.,married,unknown,no,1784,no,no,cellular,13,71,2,-1,0,2,0,8
4843,56,admin.,married,unknown,no,1167,no,no,cellular,12,465,9,-1,0,2,0,8
4844,56,admin.,married,secondary,no,95,yes,no,cellular,18,428,2,-1,0,2,0,5
4845,56,admin.,married,secondary,no,699,no,no,unknown,7,54,1,-1,0,2,0,6
4846,56,admin.,married,secondary,no,602,no,no,cellular,14,458,1,130,8,1,1,6
4847,56,admin.,married,secondary,no,6005,yes,no,unknown,19,44,6,-1,0,2,0,6
4848,56,admin.,married,secondary,no,550,yes,no,cellular,12,398,2,-1,0,2,0,5
4849,56,admin.,married,secondary,no,5310,no,no,unknown,19,74,1,-1,0,2,0,6
4850,56,admin.,married,secondary,no,510,yes,no,cellular,10,288,1,-1,0,2,0,7
4851,56,admin.,married,secondary,no,51,yes,yes,cellular,16,75,1,-1,0,2,0,4
4852,56,admin.,married,secondary,no,45,no,no,unknown,5,1467,1,-1,0,2,1,5
